Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
22-04-2022,Fenugreek Leaves,10,12,14,1kg
22-04-2022,French Beans,24,29,34,1kg
22-04-2022,Garlic,66,80,94,1kg
22-04-2022,Ginger,40,48,57,1kg
22-04-2022,Onion Green,40,48,57,1kg
22-04-2022,Green Peas,50,61,71,1kg
22-04-2022,Ivy Gourd,29,35,41,1kg
22-04-2022,Lemon (Lime),38,46,54,1kg
22-04-2022,Mango Raw,57,69,81,1kg
22-04-2022,Mint Leaves,6,7,8,1kg
22-04-2022,Mushroom,75,90,107,1kg
22-04-2022,Mustard Leaves,15,18,21,1kg
22-04-2022,Ladies Finger,19,23,27,1kg
22-04-2022,Pumpkin,23,27,33,1kg
22-04-2022,Radish,20,24,28,1kg
22-04-2022,Ridge Gourd,23,27,33,1kg
22-04-2022,Shallot (Pearl Onion),36,43,51,1kg
22-04-2022,Snake Gourd,22,26,31,1kg
22-04-2022,Sorrel Leaves,10,12,14,1kg
22-04-2022,Spinach,13,16,18,1kg
22-04-2022,Sweet Potato,37,45,52,1kg
21-04-2022,Onion Big,21,25,30,1kg
21-04-2022,Onion Small,29,35,41,1kg
21-04-2022,Tomato,15,18,21,1kg
21-04-2022,Green Chilli,41,49,58,1kg
21-04-2022,Beetroot,20,24,28,1kg
21-04-2022,Potato,26,31,37,1kg
21-04-2022,Raw Banana (Plantain),7,8,10,1kg
21-04-2022,Amaranth Leaves,14,17,20,1kg
21-04-2022,Amla,55,66,78,1kg
21-04-2022,Ash gourd,19,23,27,1kg
21-04-2022,Baby Corn,44,53,63,1kg
21-04-2022,Banana Flower,18,22,26,1kg
21-04-2022,Capsicum,35,42,50,1kg
21-04-2022,Bitter Gourd,24,29,34,1kg
21-04-2022,Bottle Gourd,22,26,31,1kg
21-04-2022,Butter Beans,45,54,64,1kg
21-04-2022,Broad Beans,29,35,41,1kg
21-04-2022,Cabbage,24,29,34,1kg
21-04-2022,Carrot,27,32,38,1kg
21-04-2022,Cauliflower,26,31,37,1kg
21-04-2022,Cluster beans,36,43,51,1kg
21-04-2022,Coconut,21,25,30,1kg
21-04-2022,Colocasia Leaves,16,19,22,1kg
21-04-2022,Colocasia,27,32,38,1kg
21-04-2022,Coriander Leaves,12,14,17,1kg
21-04-2022,Corn,30,36,43,1kg
21-04-2022,Cucumber,14,17,20,1kg
21-04-2022,Curry Leaves,35,42,50,1kg
21-04-2022,Dill Leaves,16,19,22,1kg
21-04-2022,Drumsticks,60,72,85,1kg
21-04-2022,Brinjal,22,26,31,1kg
21-04-2022,Brinjal (Big),28,34,40,1kg
21-04-2022,Elephant Yam,32,39,45,1kg
21-04-2022,Fenugreek Leaves,10,12,14,1kg
21-04-2022,French Beans,24,29,34,1kg
21-04-2022,Garlic,66,80,94,1kg
21-04-2022,Ginger,40,48,57,1kg
21-04-2022,Onion Green,40,48,57,1kg
21-04-2022,Green Peas,50,61,71,1kg
21-04-2022,Ivy Gourd,29,35,41,1kg
21-04-2022,Lemon (Lime),38,46,54,1kg
21-04-2022,Mango Raw,57,69,81,1kg
21-04-2022,Mint Leaves,6,7,8,1kg
21-04-2022,Mushroom,75,90,107,1kg
21-04-2022,Mustard Leaves,15,18,21,1kg
21-04-2022,Ladies Finger,19,23,27,1kg
21-04-2022,Pumpkin,23,27,33,1kg
21-04-2022,Radish,20,24,28,1kg
21-04-2022,Ridge Gourd,23,27,33,1kg
21-04-2022,Shallot (Pearl Onion),36,43,51,1kg
21-04-2022,Snake Gourd,22,26,31,1kg
21-04-2022,Sorrel Leaves,10,12,14,1kg
21-04-2022,Spinach,13,16,18,1kg
21-04-2022,Sweet Potato,37,45,52,1kg
20-04-2022,Onion Big,21,25,30,1kg
20-04-2022,Onion Small,29,35,41,1kg
20-04-2022,Tomato,15,18,21,1kg
20-04-2022,Green Chilli,41,49,58,1kg
20-04-2022,Beetroot,20,24,28,1kg
20-04-2022,Potato,26,31,37,1kg
20-04-2022,Raw Banana (Plantain),7,8,10,1kg
20-04-2022,Amaranth Leaves,14,17,20,1kg
20-04-2022,Amla,55,66,78,1kg
20-04-2022,Ash gourd,19,23,27,1kg
20-04-2022,Baby Corn,44,53,63,1kg
20-04-2022,Banana Flower,18,22,26,1kg
20-04-2022,Capsicum,35,42,50,1kg
20-04-2022,Bitter Gourd,24,29,34,1kg
20-04-2022,Bottle Gourd,22,26,31,1kg
20-04-2022,Butter Beans,45,54,64,1kg
20-04-2022,Broad Beans,29,35,41,1kg
20-04-2022,Cabbage,24,29,34,1kg
20-04-2022,Carrot,27,32,38,1kg
20-04-2022,Cauliflower,26,31,37,1kg
20-04-2022,Cluster beans,36,43,51,1kg
20-04-2022,Coconut,21,25,30,1kg
20-04-2022,Colocasia Leaves,16,19,22,1kg
20-04-2022,Colocasia,27,32,38,1kg
20-04-2022,Coriander Leaves,12,14,17,1kg
20-04-2022,Corn,30,36,43,1kg
20-04-2022,Cucumber,14,17,20,1kg
20-04-2022,Curry Leaves,35,42,50,1kg
20-04-2022,Dill Leaves,16,19,22,1kg
20-04-2022,Drumsticks,60,72,85,1kg
20-04-2022,Brinjal,22,26,31,1kg
20-04-2022,Brinjal (Big),28,34,40,1kg
20-04-2022,Elephant Yam,32,39,45,1kg
20-04-2022,Fenugreek Leaves,10,12,14,1kg
20-04-2022,French Beans,24,29,34,1kg
20-04-2022,Garlic,66,80,94,1kg
20-04-2022,Ginger,40,48,57,1kg
20-04-2022,Onion Green,40,48,57,1kg
20-04-2022,Green Peas,50,61,71,1kg
20-04-2022,Ivy Gourd,29,35,41,1kg
20-04-2022,Lemon (Lime),38,46,54,1kg
20-04-2022,Mango Raw,57,69,81,1kg
20-04-2022,Mint Leaves,6,7,8,1kg
20-04-2022,Mushroom,75,90,107,1kg
20-04-2022,Mustard Leaves,15,18,21,1kg
20-04-2022,Ladies Finger,19,23,27,1kg
20-04-2022,Pumpkin,23,27,33,1kg
20-04-2022,Radish,20,24,28,1kg
20-04-2022,Ridge Gourd,23,27,33,1kg
20-04-2022,Shallot (Pearl Onion),36,43,51,1kg
20-04-2022,Snake Gourd,22,26,31,1kg
20-04-2022,Sorrel Leaves,10,12,14,1kg
20-04-2022,Spinach,13,16,18,1kg
20-04-2022,Sweet Potato,37,45,52,1kg
19-04-2022,Onion Big,21,25,30,1kg
19-04-2022,Onion Small,29,35,41,1kg
19-04-2022,Tomato,15,18,21,1kg
19-04-2022,Green Chilli,41,49,58,1kg
19-04-2022,Beetroot,20,24,28,1kg
19-04-2022,Potato,26,31,37,1kg
19-04-2022,Raw Banana (Plantain),7,8,10,1kg
19-04-2022,Amaranth Leaves,14,17,20,1kg
19-04-2022,Amla,55,66,78,1kg
19-04-2022,Ash gourd,19,23,27,1kg
19-04-2022,Baby Corn,44,53,63,1kg
19-04-2022,Banana Flower,18,22,26,1kg
19-04-2022,Capsicum,35,42,50,1kg
19-04-2022,Bitter Gourd,24,29,34,1kg
19-04-2022,Bottle Gourd,22,26,31,1kg
19-04-2022,Butter Beans,45,54,64,1kg
19-04-2022,Broad Beans,29,35,41,1kg
19-04-2022,Cabbage,24,29,34,1kg
19-04-2022,Carrot,27,32,38,1kg
19-04-2022,Cauliflower,26,31,37,1kg
19-04-2022,Cluster beans,36,43,51,1kg
19-04-2022,Coconut,21,25,30,1kg
19-04-2022,Colocasia Leaves,16,19,22,1kg
19-04-2022,Colocasia,27,32,38,1kg
19-04-2022,Coriander Leaves,12,14,17,1kg
19-04-2022,Corn,30,36,43,1kg
19-04-2022,Cucumber,14,17,20,1kg
19-04-2022,Curry Leaves,35,42,50,1kg
19-04-2022,Dill Leaves,16,19,22,1kg
19-04-2022,Drumsticks,60,72,85,1kg
19-04-2022,Brinjal,22,26,31,1kg
19-04-2022,Brinjal (Big),28,34,40,1kg
19-04-2022,Elephant Yam,32,39,45,1kg
19-04-2022,Fenugreek Leaves,10,12,14,1kg
19-04-2022,French Beans,24,29,34,1kg
19-04-2022,Garlic,66,80,94,1kg
19-04-2022,Ginger,40,48,57,1kg
19-04-2022,Onion Green,40,48,57,1kg
19-04-2022,Green Peas,50,61,71,1kg
19-04-2022,Ivy Gourd,29,35,41,1kg
19-04-2022,Lemon (Lime),38,46,54,1kg
19-04-2022,Mango Raw,57,69,81,1kg
19-04-2022,Mint Leaves,6,7,8,1kg
19-04-2022,Mushroom,75,90,107,1kg
19-04-2022,Mustard Leaves,15,18,21,1kg
19-04-2022,Ladies Finger,19,23,27,1kg
19-04-2022,Pumpkin,23,27,33,1kg
19-04-2022,Radish,20,24,28,1kg
19-04-2022,Ridge Gourd,23,27,33,1kg
19-04-2022,Shallot (Pearl Onion),36,43,51,1kg
19-04-2022,Snake Gourd,22,26,31,1kg
19-04-2022,Sorrel Leaves,10,12,14,1kg
19-04-2022,Spinach,13,16,18,1kg
19-04-2022,Sweet Potato,37,45,52,1kg
18-04-2022,Onion Big,21,25,30,1kg
18-04-2022,Onion Small,29,35,41,1kg
18-04-2022,Tomato,15,18,21,1kg
18-04-2022,Green Chilli,41,49,58,1kg
18-04-2022,Beetroot,20,24,28,1kg
18-04-2022,Potato,26,31,37,1kg
18-04-2022,Raw Banana (Plantain),7,8,10,1kg
18-04-2022,Amaranth Leaves,14,17,20,1kg
18-04-2022,Amla,55,66,78,1kg
18-04-2022,Ash gourd,19,23,27,1kg
18-04-2022,Baby Corn,44,53,63,1kg
18-04-2022,Banana Flower,18,22,26,1kg
18-04-2022,Capsicum,35,42,50,1kg
18-04-2022,Bitter Gourd,24,29,34,1kg
18-04-2022,Bottle Gourd,22,26,31,1kg
18-04-2022,Butter Beans,45,54,64,1kg
18-04-2022,Broad Beans,29,35,41,1kg
18-04-2022,Cabbage,24,29,34,1kg
18-04-2022,Carrot,27,32,38,1kg
18-04-2022,Cauliflower,26,31,37,1kg
18-04-2022,Cluster beans,36,43,51,1kg
18-04-2022,Coconut,21,25,30,1kg
18-04-2022,Colocasia Leaves,16,19,22,1kg
18-04-2022,Colocasia,27,32,38,1kg
18-04-2022,Coriander Leaves,12,14,17,1kg
18-04-2022,Corn,30,36,43,1kg
18-04-2022,Cucumber,14,17,20,1kg
18-04-2022,Curry Leaves,35,42,50,1kg
18-04-2022,Dill Leaves,16,19,22,1kg
18-04-2022,Drumsticks,60,72,85,1kg
18-04-2022,Brinjal,22,26,31,1kg
18-04-2022,Brinjal (Big),28,34,40,1kg
18-04-2022,Elephant Yam,32,39,45,1kg
18-04-2022,Fenugreek Leaves,10,12,14,1kg
18-04-2022,French Beans,24,29,34,1kg
18-04-2022,Garlic,66,80,94,1kg
18-04-2022,Ginger,40,48,57,1kg
18-04-2022,Onion Green,40,48,57,1kg
18-04-2022,Green Peas,50,61,71,1kg
18-04-2022,Ivy Gourd,29,35,41,1kg
18-04-2022,Lemon (Lime),38,46,54,1kg
18-04-2022,Mango Raw,57,69,81,1kg
18-04-2022,Mint Leaves,6,7,8,1kg
18-04-2022,Mushroom,75,90,107,1kg
18-04-2022,Mustard Leaves,15,18,21,1kg
18-04-2022,Ladies Finger,19,23,27,1kg
18-04-2022,Pumpkin,23,27,33,1kg
18-04-2022,Radish,20,24,28,1kg
18-04-2022,Ridge Gourd,23,27,33,1kg
18-04-2022,Shallot (Pearl Onion),36,43,51,1kg
18-04-2022,Snake Gourd,22,26,31,1kg
18-04-2022,Sorrel Leaves,10,12,14,1kg
18-04-2022,Spinach,13,16,18,1kg
18-04-2022,Sweet Potato,37,45,52,1kg
17-04-2022,Onion Big,21,25,30,1kg
17-04-2022,Onion Small,29,35,41,1kg
17-04-2022,Tomato,15,18,21,1kg
17-04-2022,Green Chilli,41,49,58,1kg
17-04-2022,Beetroot,20,24,28,1kg
17-04-2022,Potato,26,31,37,1kg
17-04-2022,Raw Banana (Plantain),7,8,10,1kg
17-04-2022,Amaranth Leaves,14,17,20,1kg
17-04-2022,Amla,55,66,78,1kg
17-04-2022,Ash gourd,19,23,27,1kg
17-04-2022,Baby Corn,44,53,63,1kg
17-04-2022,Banana Flower,18,22,26,1kg
17-04-2022,Capsicum,35,42,50,1kg
17-04-2022,Bitter Gourd,24,29,34,1kg
17-04-2022,Bottle Gourd,22,26,31,1kg
17-04-2022,Butter Beans,45,54,64,1kg
17-04-2022,Broad Beans,29,35,41,1kg
17-04-2022,Cabbage,24,29,34,1kg
17-04-2022,Carrot,27,32,38,1kg
17-04-2022,Cauliflower,26,31,37,1kg
17-04-2022,Cluster beans,36,43,51,1kg
17-04-2022,Coconut,21,25,30,1kg
17-04-2022,Colocasia Leaves,16,19,22,1kg
17-04-2022,Colocasia,27,32,38,1kg
17-04-2022,Coriander Leaves,12,14,17,1kg
17-04-2022,Corn,30,36,43,1kg
17-04-2022,Cucumber,14,17,20,1kg
17-04-2022,Curry Leaves,35,42,50,1kg
17-04-2022,Dill Leaves,16,19,22,1kg
17-04-2022,Drumsticks,60,72,85,1kg
17-04-2022,Brinjal,22,26,31,1kg
17-04-2022,Brinjal (Big),28,34,40,1kg
17-04-2022,Elephant Yam,32,39,45,1kg
17-04-2022,Fenugreek Leaves,10,12,14,1kg
17-04-2022,French Beans,24,29,34,1kg
17-04-2022,Garlic,66,80,94,1kg
17-04-2022,Ginger,40,48,57,1kg
17-04-2022,Onion Green,40,48,57,1kg
17-04-2022,Green Peas,50,61,71,1kg
17-04-2022,Ivy Gourd,29,35,41,1kg
17-04-2022,Lemon (Lime),38,46,54,1kg
17-04-2022,Mango Raw,57,69,81,1kg
17-04-2022,Mint Leaves,6,7,8,1kg
17-04-2022,Mushroom,75,90,107,1kg
17-04-2022,Mustard Leaves,15,18,21,1kg
17-04-2022,Ladies Finger,19,23,27,1kg
17-04-2022,Pumpkin,23,27,33,1kg
17-04-2022,Radish,20,24,28,1kg
17-04-2022,Ridge Gourd,23,27,33,1kg
17-04-2022,Shallot (Pearl Onion),36,43,51,1kg
17-04-2022,Snake Gourd,22,26,31,1kg
17-04-2022,Sorrel Leaves,10,12,14,1kg
17-04-2022,Spinach,13,16,18,1kg
17-04-2022,Sweet Potato,37,45,52,1kg
16-04-2022,Onion Big,20,24,28,1kg
16-04-2022,Onion Small,27,32,38,1kg
16-04-2022,Tomato,15,18,21,1kg
16-04-2022,Green Chilli,35,42,50,1kg
16-04-2022,Beetroot,20,24,28,1kg
16-04-2022,Potato,21,25,30,1kg
16-04-2022,Raw Banana (Plantain),9,10,13,1kg
16-04-2022,Amaranth Leaves,16,19,22,1kg
16-04-2022,Amla,65,79,92,1kg
16-04-2022,Ash gourd,19,23,27,1kg
16-04-2022,Baby Corn,46,55,65,1kg
16-04-2022,Banana Flower,20,24,28,1kg
16-04-2022,Capsicum,33,40,47,1kg
16-04-2022,Bitter Gourd,25,30,35,1kg
16-04-2022,Bottle Gourd,20,24,28,1kg
16-04-2022,Butter Beans,47,57,67,1kg
16-04-2022,Broad Beans,25,30,35,1kg
16-04-2022,Cabbage,24,29,34,1kg
16-04-2022,Carrot,25,30,35,1kg
16-04-2022,Cauliflower,24,29,34,1kg
16-04-2022,Cluster beans,32,39,45,1kg
16-04-2022,Coconut,23,27,33,1kg
16-04-2022,Colocasia Leaves,16,19,22,1kg
16-04-2022,Colocasia,28,34,40,1kg
16-04-2022,Coriander Leaves,9,10,13,1kg
16-04-2022,Corn,26,31,37,1kg
16-04-2022,Cucumber,12,14,17,1kg
16-04-2022,Curry Leaves,40,48,57,1kg
16-04-2022,Dill Leaves,16,19,22,1kg
16-04-2022,Drumsticks,60,72,85,1kg
16-04-2022,Brinjal,24,29,34,1kg
16-04-2022,Brinjal (Big),27,32,38,1kg
16-04-2022,Elephant Yam,27,32,38,1kg
16-04-2022,Fenugreek Leaves,13,16,18,1kg
16-04-2022,French Beans,27,32,38,1kg
16-04-2022,Garlic,64,77,91,1kg
16-04-2022,Ginger,38,46,54,1kg
16-04-2022,Onion Green,41,49,58,1kg
16-04-2022,Green Peas,50,61,71,1kg
16-04-2022,Ivy Gourd,34,41,48,1kg
16-04-2022,Lemon (Lime),35,42,50,1kg
16-04-2022,Mango Raw,53,64,75,1kg
16-04-2022,Mint Leaves,8,9,11,1kg
16-04-2022,Mushroom,86,104,122,1kg
16-04-2022,Mustard Leaves,19,23,27,1kg
16-04-2022,Ladies Finger,22,26,31,1kg
16-04-2022,Pumpkin,26,31,37,1kg
16-04-2022,Radish,21,25,30,1kg
16-04-2022,Ridge Gourd,29,35,41,1kg
16-04-2022,Shallot (Pearl Onion),34,41,48,1kg
16-04-2022,Snake Gourd,22,26,31,1kg
16-04-2022,Sorrel Leaves,10,12,14,1kg
16-04-2022,Spinach,11,13,15,1kg
16-04-2022,Sweet Potato,44,53,63,1kg
15-04-2022,Onion Big,20,24,28,1kg
15-04-2022,Onion Small,27,32,38,1kg
15-04-2022,Tomato,15,18,21,1kg
15-04-2022,Green Chilli,35,42,50,1kg
15-04-2022,Beetroot,20,24,28,1kg
15-04-2022,Potato,21,25,30,1kg
15-04-2022,Raw Banana (Plantain),9,10,13,1kg
15-04-2022,Amaranth Leaves,16,19,22,1kg
15-04-2022,Amla,65,79,92,1kg
15-04-2022,Ash gourd,19,23,27,1kg
15-04-2022,Baby Corn,46,55,65,1kg
15-04-2022,Banana Flower,20,24,28,1kg
15-04-2022,Capsicum,33,40,47,1kg
15-04-2022,Bitter Gourd,25,30,35,1kg
15-04-2022,Bottle Gourd,20,24,28,1kg
15-04-2022,Butter Beans,47,57,67,1kg
15-04-2022,Broad Beans,25,30,35,1kg
15-04-2022,Cabbage,24,29,34,1kg
15-04-2022,Carrot,25,30,35,1kg
15-04-2022,Cauliflower,24,29,34,1kg
15-04-2022,Cluster beans,32,39,45,1kg
15-04-2022,Coconut,23,27,33,1kg
15-04-2022,Colocasia Leaves,16,19,22,1kg
15-04-2022,Colocasia,28,34,40,1kg
15-04-2022,Coriander Leaves,9,10,13,1kg
15-04-2022,Corn,26,31,37,1kg
15-04-2022,Cucumber,12,14,17,1kg
15-04-2022,Curry Leaves,40,48,57,1kg
15-04-2022,Dill Leaves,16,19,22,1kg
15-04-2022,Drumsticks,60,72,85,1kg
15-04-2022,Brinjal,24,29,34,1kg
15-04-2022,Brinjal (Big),27,32,38,1kg
15-04-2022,Elephant Yam,27,32,38,1kg
15-04-2022,Fenugreek Leaves,13,16,18,1kg
15-04-2022,French Beans,27,32,38,1kg
15-04-2022,Garlic,64,77,91,1kg
15-04-2022,Ginger,38,46,54,1kg
15-04-2022,Onion Green,41,49,58,1kg
15-04-2022,Green Peas,50,61,71,1kg
15-04-2022,Ivy Gourd,34,41,48,1kg
15-04-2022,Lemon (Lime),35,42,50,1kg
15-04-2022,Mango Raw,53,64,75,1kg
15-04-2022,Mint Leaves,8,9,11,1kg
15-04-2022,Mushroom,86,104,122,1kg
15-04-2022,Mustard Leaves,19,23,27,1kg
15-04-2022,Ladies Finger,22,26,31,1kg
15-04-2022,Pumpkin,26,31,37,1kg
15-04-2022,Radish,21,25,30,1kg
15-04-2022,Ridge Gourd,29,35,41,1kg
15-04-2022,Shallot (Pearl Onion),34,41,48,1kg
15-04-2022,Snake Gourd,22,26,31,1kg
15-04-2022,Sorrel Leaves,10,12,14,1kg
15-04-2022,Spinach,11,13,15,1kg
15-04-2022,Sweet Potato,44,53,63,1kg
14-04-2022,Onion Big,20,24,28,1kg
14-04-2022,Onion Small,27,32,38,1kg
14-04-2022,Tomato,15,18,21,1kg
14-04-2022,Green Chilli,35,42,50,1kg
14-04-2022,Beetroot,20,24,28,1kg
14-04-2022,Potato,21,25,30,1kg
14-04-2022,Raw Banana (Plantain),9,10,13,1kg
14-04-2022,Amaranth Leaves,16,19,22,1kg
14-04-2022,Amla,65,79,92,1kg
14-04-2022,Ash gourd,19,23,27,1kg
14-04-2022,Baby Corn,46,55,65,1kg
14-04-2022,Banana Flower,20,24,28,1kg
14-04-2022,Capsicum,33,40,47,1kg
14-04-2022,Bitter Gourd,25,30,35,1kg
14-04-2022,Bottle Gourd,20,24,28,1kg
14-04-2022,Butter Beans,47,57,67,1kg
14-04-2022,Broad Beans,25,30,35,1kg
14-04-2022,Cabbage,24,29,34,1kg
14-04-2022,Carrot,25,30,35,1kg
14-04-2022,Cauliflower,24,29,34,1kg
14-04-2022,Cluster beans,32,39,45,1kg
14-04-2022,Coconut,23,27,33,1kg
14-04-2022,Colocasia Leaves,16,19,22,1kg
14-04-2022,Colocasia,28,34,40,1kg
14-04-2022,Coriander Leaves,9,10,13,1kg
14-04-2022,Corn,26,31,37,1kg
14-04-2022,Cucumber,12,14,17,1kg
14-04-2022,Curry Leaves,40,48,57,1kg
14-04-2022,Dill Leaves,16,19,22,1kg
14-04-2022,Drumsticks,60,72,85,1kg
14-04-2022,Brinjal,24,29,34,1kg
14-04-2022,Brinjal (Big),27,32,38,1kg
14-04-2022,Elephant Yam,27,32,38,1kg
14-04-2022,Fenugreek Leaves,13,16,18,1kg
14-04-2022,French Beans,27,32,38,1kg
14-04-2022,Garlic,64,77,91,1kg
14-04-2022,Ginger,38,46,54,1kg
14-04-2022,Onion Green,41,49,58,1kg
14-04-2022,Green Peas,50,61,71,1kg
14-04-2022,Ivy Gourd,34,41,48,1kg
14-04-2022,Lemon (Lime),35,42,50,1kg
14-04-2022,Mango Raw,53,64,75,1kg
14-04-2022,Mint Leaves,8,9,11,1kg
14-04-2022,Mushroom,86,104,122,1kg
14-04-2022,Mustard Leaves,19,23,27,1kg
14-04-2022,Ladies Finger,22,26,31,1kg
14-04-2022,Pumpkin,26,31,37,1kg
14-04-2022,Radish,21,25,30,1kg
14-04-2022,Ridge Gourd,29,35,41,1kg
14-04-2022,Shallot (Pearl Onion),34,41,48,1kg
14-04-2022,Snake Gourd,22,26,31,1kg
14-04-2022,Sorrel Leaves,10,12,14,1kg
14-04-2022,Spinach,11,13,15,1kg
14-04-2022,Sweet Potato,44,53,63,1kg
13-04-2022,Onion Big,20,24,28,1kg
13-04-2022,Onion Small,27,32,38,1kg
13-04-2022,Tomato,15,18,21,1kg
13-04-2022,Green Chilli,35,42,50,1kg
13-04-2022,Beetroot,20,24,28,1kg
13-04-2022,Potato,21,25,30,1kg
13-04-2022,Raw Banana (Plantain),9,10,13,1kg
13-04-2022,Amaranth Leaves,16,19,22,1kg
13-04-2022,Amla,65,79,92,1kg
13-04-2022,Ash gourd,19,23,27,1kg
13-04-2022,Baby Corn,46,55,65,1kg
13-04-2022,Banana Flower,20,24,28,1kg
13-04-2022,Capsicum,33,40,47,1kg
13-04-2022,Bitter Gourd,25,30,35,1kg
13-04-2022,Bottle Gourd,20,24,28,1kg
13-04-2022,Butter Beans,47,57,67,1kg
13-04-2022,Broad Beans,25,30,35,1kg
13-04-2022,Cabbage,24,29,34,1kg
13-04-2022,Carrot,25,30,35,1kg
13-04-2022,Cauliflower,24,29,34,1kg
13-04-2022,Cluster beans,32,39,45,1kg
13-04-2022,Coconut,23,27,33,1kg
13-04-2022,Colocasia Leaves,16,19,22,1kg
13-04-2022,Colocasia,28,34,40,1kg
13-04-2022,Coriander Leaves,9,10,13,1kg
13-04-2022,Corn,26,31,37,1kg
13-04-2022,Cucumber,12,14,17,1kg
13-04-2022,Curry Leaves,40,48,57,1kg
13-04-2022,Dill Leaves,16,19,22,1kg
13-04-2022,Drumsticks,60,72,85,1kg
13-04-2022,Brinjal,24,29,34,1kg
13-04-2022,Brinjal (Big),27,32,38,1kg
13-04-2022,Elephant Yam,27,32,38,1kg
13-04-2022,Fenugreek Leaves,13,16,18,1kg
13-04-2022,French Beans,27,32,38,1kg
13-04-2022,Garlic,64,77,91,1kg
13-04-2022,Ginger,38,46,54,1kg
13-04-2022,Onion Green,41,49,58,1kg
13-04-2022,Green Peas,50,61,71,1kg
13-04-2022,Ivy Gourd,34,41,48,1kg
13-04-2022,Lemon (Lime),35,42,50,1kg
13-04-2022,Mango Raw,53,64,75,1kg
13-04-2022,Mint Leaves,8,9,11,1kg
13-04-2022,Mushroom,86,104,122,1kg
13-04-2022,Mustard Leaves,19,23,27,1kg
13-04-2022,Ladies Finger,22,26,31,1kg
13-04-2022,Pumpkin,26,31,37,1kg
13-04-2022,Radish,21,25,30,1kg
13-04-2022,Ridge Gourd,29,35,41,1kg
13-04-2022,Shallot (Pearl Onion),34,41,48,1kg
13-04-2022,Snake Gourd,22,26,31,1kg
13-04-2022,Sorrel Leaves,10,12,14,1kg
13-04-2022,Spinach,11,13,15,1kg
13-04-2022,Sweet Potato,44,53,63,1kg
12-04-2022,Onion Big,18,22,26,1kg
12-04-2022,Onion Small,33,40,47,1kg
12-04-2022,Tomato,14,17,20,1kg
12-04-2022,Green Chilli,42,50,59,1kg
12-04-2022,Beetroot,24,29,34,1kg
12-04-2022,Potato,26,31,37,1kg
12-04-2022,Raw Banana (Plantain),10,12,14,1kg
12-04-2022,Amaranth Leaves,17,21,24,1kg
12-04-2022,Amla,65,79,92,1kg
12-04-2022,Ash gourd,21,25,30,1kg
12-04-2022,Baby Corn,47,57,67,1kg
12-04-2022,Banana Flower,19,23,27,1kg
12-04-2022,Capsicum,36,43,51,1kg
12-04-2022,Bitter Gourd,27,32,38,1kg
12-04-2022,Bottle Gourd,21,25,30,1kg
12-04-2022,Butter Beans,47,57,67,1kg
12-04-2022,Broad Beans,30,36,43,1kg
12-04-2022,Cabbage,23,27,33,1kg
12-04-2022,Carrot,24,29,34,1kg
12-04-2022,Cauliflower,26,31,37,1kg
12-04-2022,Cluster beans,32,39,45,1kg
12-04-2022,Coconut,20,24,28,1kg
12-04-2022,Colocasia Leaves,16,19,22,1kg
12-04-2022,Colocasia,23,27,33,1kg
12-04-2022,Coriander Leaves,9,10,13,1kg
12-04-2022,Corn,29,35,41,1kg
12-04-2022,Cucumber,12,14,17,1kg
12-04-2022,Curry Leaves,41,49,58,1kg
12-04-2022,Dill Leaves,11,13,15,1kg
12-04-2022,Drumsticks,50,61,71,1kg
12-04-2022,Brinjal,26,31,37,1kg
12-04-2022,Brinjal (Big),27,32,38,1kg
12-04-2022,Elephant Yam,27,32,38,1kg
12-04-2022,Fenugreek Leaves,12,14,17,1kg
12-04-2022,French Beans,28,34,40,1kg
12-04-2022,Garlic,64,77,91,1kg
12-04-2022,Ginger,38,46,54,1kg
12-04-2022,Onion Green,41,49,58,1kg
12-04-2022,Green Peas,48,58,68,1kg
12-04-2022,Ivy Gourd,27,32,38,1kg
12-04-2022,Lemon (Lime),40,48,57,1kg
12-04-2022,Mango Raw,54,65,77,1kg
12-04-2022,Mint Leaves,6,7,8,1kg
12-04-2022,Mushroom,89,107,127,1kg
12-04-2022,Mustard Leaves,18,22,26,1kg
12-04-2022,Ladies Finger,23,27,33,1kg
12-04-2022,Pumpkin,20,24,28,1kg
12-04-2022,Radish,22,26,31,1kg
12-04-2022,Ridge Gourd,22,26,31,1kg
12-04-2022,Shallot (Pearl Onion),32,39,45,1kg
12-04-2022,Snake Gourd,22,26,31,1kg
12-04-2022,Sorrel Leaves,10,12,14,1kg
12-04-2022,Spinach,10,12,14,1kg
12-04-2022,Sweet Potato,37,45,52,1kg
11-04-2022,Onion Big,18,22,26,1kg
11-04-2022,Onion Small,33,40,47,1kg
11-04-2022,Tomato,14,17,20,1kg
11-04-2022,Green Chilli,42,50,59,1kg
11-04-2022,Beetroot,24,29,34,1kg
11-04-2022,Potato,26,31,37,1kg
11-04-2022,Raw Banana (Plantain),10,12,14,1kg
11-04-2022,Amaranth Leaves,17,21,24,1kg
11-04-2022,Amla,65,79,92,1kg
11-04-2022,Ash gourd,21,25,30,1kg
11-04-2022,Baby Corn,47,57,67,1kg
11-04-2022,Banana Flower,19,23,27,1kg
11-04-2022,Capsicum,36,43,51,1kg
11-04-2022,Bitter Gourd,27,32,38,1kg
11-04-2022,Bottle Gourd,21,25,30,1kg
11-04-2022,Butter Beans,47,57,67,1kg
